"system","code","display","include","likely","preop","transplant","lab","imaging","outcome","rejection","failure"
"http://www.cms.gov/Medicare/Coding/ICD10","BT49ZZZ","Ultrasonography of Kidney Transplant","true","false","false","false","false","true","false","false","false"
"http://hl7.org/fhir/sid/icd-10-cm","Z48.22","Encounter for aftercare following kidney transplant","true","false","false","true","false","false","false","false","false"
"http://hl7.org/fhir/sid/icd-10-cm","Z94.0","Kidney transplant status","true","false","false","true","false","false","false","false","false"
"http://hl7.org/fhir/sid/icd-9-cm","55.6","Transplant of kidney","true","false","false","true","false","false","false","false","false"
"http://hl7.org/fhir/sid/icd-9-cm","55.69","Other kidney transplantation","true","false","false","true","false","false","false","false","false"
"http://hl7.org/fhir/sid/icd-9-cm","V42.0","Kidney transplant status","true","false","false","true","false","false","false","false","false"
"http://snomed.info/sct","1290258003","Structure of transplanted kidney in right iliac fossa region of abdomen","true","false","false","true","false","false","false","false","false"
"http://snomed.info/sct","1333888002","Antegrade insertion of stent into left ureter of transplanted kidney using fluoroscopic guidance","true","false","false","true","false","false","false","false","false"
"http://snomed.info/sct","1333889005","Antegrade insertion of stent into right ureter of transplanted kidney using fluoroscopic guidance","true","false","false","true","false","false","false","false","false"
"http://snomed.info/sct","1333890001","Antegrade insertion of stent into both ureter of transplanted kidneys using fluoroscopic guidance","true","false","false","true","false","false","false","false","false"
"http://snomed.info/sct","1334060000","Retrograde insertion of stent into left ureter of transplanted kidney using fluoroscopic guidance","true","false","false","true","false","false","false","false","false"
"http://snomed.info/sct","1334061001","Retrograde insertion of stent into right ureter of transplanted kidney using fluoroscopic guidance","true","false","false","true","false","false","false","false","false"
"http://snomed.info/sct","1334062008","Retrograde insertion of stent into bilateral ureters of transplanted kidney using fluoroscopic guidance","true","false","false","true","false","false","false","false","false"
"http://snomed.info/sct","161665007","History of renal transplant (situation)","true","false","false","true","false","false","false","false","false"
"http://snomed.info/sct","175901007","Live donor renal transplant (procedure)","true","false","false","true","false","false","false","false","false"
"http://snomed.info/sct","175902000","Cadaveric renal transplant (procedure)","true","false","false","true","false","false","false","false","false"
"http://snomed.info/sct","236436003","End stage renal failure with renal transplant","true","false","false","true","false","false","false","false","false"
"http://snomed.info/sct","286624003","Allograft kidney (substance)","true","false","false","true","false","false","false","false","false"
"http://snomed.info/sct","286625002","Cadaver allogeneic transplant kidney (substance)","true","false","false","true","false","false","false","false","false"
"http://snomed.info/sct","286626001","Live donor allogeneic transplant kidney (substance)","true","false","false","true","false","false","false","false","false"
"http://snomed.info/sct","316054003","[V]Kidney transplanted (situation)","true","false","false","true","false","false","false","false","false"
"http://snomed.info/sct","420852008","Kidney graft - material (substance)","true","false","false","true","false","false","false","false","false"
"http://snomed.info/sct","420852008","Transplant kidney (substance)","true","false","false","true","false","false","false","false","false"
"http://snomed.info/sct","428575007","Hypertension secondary to kidney transplant","true","false","false","true","false","false","false","false","false"
"http://snomed.info/sct","473195006","Normal renal function of transplanted kidney (finding)","true","false","false","true","false","false","false","false","false"
"http://snomed.info/sct","70536003","Transplant of kidney (procedure)","true","false","false","true","false","false","false","false","false"
"http://snomed.info/sct","711411006","Allotransplantation of kidney from beating heart cadaver (procedure)","true","false","false","true","false","false","false","false","false"
"http://snomed.info/sct","711413009","Allotransplantation of kidney from non-beating heart cadaver (procedure)","true","false","false","true","false","false","false","false","false"
"http://snomed.info/sct","714153000","Chronic kidney disease stage 5 with transplant","true","false","false","true","false","false","false","false","false"
"http://snomed.info/sct","719352000","Kidney transplant recipient (finding)","true","false","false","true","false","false","false","false","false"
"http://snomed.info/sct","737295003","Transplanted kidney present (finding)","true","false","false","true","false","false","false","false","false"
"http://snomed.info/sct","765478004","Allotransplantation of left kidney (procedure)","true","false","false","true","false","false","false","false","false"
"http://snomed.info/sct","765479007","Allotransplantation of right kidney (procedure)","true","false","false","true","false","false","false","false","false"
"http://snomed.info/sct","782655004","Laparoscopic transplant of kidney using robotic assistance (procedure)","true","false","false","true","false","false","false","false","false"
"http://www.ama-assn.org/go/cpt","50360","Implantation of renal allograft","true","false","false","true","false","false","false","false","false"
"http://www.ama-assn.org/go/cpt","50365","Implantation of renal allograft with recipient nephrectomy","true","false","false","true","false","false","false","false","false"
"http://www.cms.gov/Medicare/Coding/ICD10","0TY0","Medical and Surgical @ Urinary System @ Transplantation @ Kidney, Right","true","false","false","true","false","false","false","false","false"
"http://www.cms.gov/Medicare/Coding/ICD10","0TY00","Medical and Surgical @ Urinary System @ Transplantation @ Kidney, Right @ Open","true","false","false","true","false","false","false","false","false"
"http://www.cms.gov/Medicare/Coding/ICD10","0TY00Z","Medical and Surgical @ Urinary System @ Transplantation @ Kidney, Right @ Open @ No Device","true","false","false","true","false","false","false","false","false"
"http://www.cms.gov/Medicare/Coding/ICD10","0TY00Z0","Transplantation of Right Kidney, Allogeneic, Open Approach","true","false","false","true","false","false","false","false","false"
"http://www.cms.gov/Medicare/Coding/ICD10","0TY00Z1","Transplantation of Right Kidney, Syngeneic, Open Approach","true","false","false","true","false","false","false","false","false"
"http://www.cms.gov/Medicare/Coding/ICD10","0TY00Z2","Medical and Surgical @ Urinary System @ Transplantation @ Kidney, Right @ Open @ No Device @ Zooplastic","true","false","false","true","false","false","false","false","false"
"http://www.cms.gov/Medicare/Coding/ICD10","0TY1","Medical and Surgical @ Urinary System @ Transplantation @ Kidney, Left","true","false","false","true","false","false","false","false","false"
"http://www.cms.gov/Medicare/Coding/ICD10","0TY10","Medical and Surgical @ Urinary System @ Transplantation @ Kidney, Left @ Open","true","false","false","true","false","false","false","false","false"
"http://www.cms.gov/Medicare/Coding/ICD10","0TY10Z","Medical and Surgical @ Urinary System @ Transplantation @ Kidney, Left @ Open @ No Device","true","false","false","true","false","false","false","false","false"
"http://www.cms.gov/Medicare/Coding/ICD10","0TY10Z0","Transplantation of Left Kidney, Allogeneic, Open Approach","true","false","false","true","false","false","false","false","false"
"http://www.cms.gov/Medicare/Coding/ICD10","0TY10Z1","Transplantation of Left Kidney, Syngeneic, Open Approach","true","false","false","true","false","false","false","false","false"
"http://hl7.org/fhir/sid/icd-10-cm","T86.1","Complications of kidney transplant","false","false","false","false","false","false","true","false","false"
"http://hl7.org/fhir/sid/icd-10-cm","T86.10","Unspecified complication of kidney transplant","false","false","false","false","false","false","true","false","false"
"http://hl7.org/fhir/sid/icd-10-cm","T86.13","Kidney transplant infection","false","false","false","false","false","false","true","false","false"
"http://hl7.org/fhir/sid/icd-10-cm","T86.19","Other complication of kidney transplant","false","false","false","false","false","false","true","false","false"
"http://hl7.org/fhir/sid/icd-9-cm","996.73","Other complications due to renal dialysis device, implant, and graft","false","false","false","false","false","false","true","false","false"
"http://hl7.org/fhir/sid/icd-9-cm","996.81","Complications of transplanted kidney","false","false","false","false","false","false","true","false","false"
"http://snomed.info/sct","1144941009","Chronic tubulointerstitial nephritis following renal transplantation","false","false","false","false","false","false","true","false","false"
"http://snomed.info/sct","122531000119108","Lymphoproliferative disorder following kidney transplant","false","false","false","false","false","false","true","false","false"
"http://snomed.info/sct","1255577005","Recurrent glomerulonephritis following renal transplant","false","false","false","false","false","false","true","false","false"
"http://snomed.info/sct","1255627000","BK virus nephropathy post-kidney transplant","false","false","false","false","false","false","true","false","false"
"http://snomed.info/sct","1263485003","Acquired cystic disease of transplanted kidney","false","false","false","false","false","false","true","false","false"
"http://snomed.info/sct","1264001009","De novo thrombotic microangiopathy after kidney transplantation","false","false","false","false","false","false","true","false","false"
"http://snomed.info/sct","128571000119108","Neoplasm following transplantation of kidney","false","false","false","false","false","false","true","false","false"
"http://snomed.info/sct","128621000119106","Acute on chronic graft versus host disease following transplant of kidney","false","false","false","false","false","false","true","false","false"
"http://snomed.info/sct","128631000119109","Chronic graft-versus-host disease following kidney transplant","false","false","false","false","false","false","true","false","false"
"http://snomed.info/sct","128641000119100","Acute graft versus host disease due to kidney transplant","false","false","false","false","false","false","true","false","false"
"http://snomed.info/sct","128651000119103","Graft versus host disease due to kidney transplant","false","false","false","false","false","false","true","false","false"
"http://snomed.info/sct","145781000119106","Infection of transplanted kidney","false","false","false","false","false","false","true","false","false"
"http://snomed.info/sct","175948009","Exploration of renal transplant (procedure)","false","false","false","false","false","false","true","false","false"
"http://snomed.info/sct","197747000","Renal tubulo-interstitial disorders in transplant rejection","false","false","false","false","false","false","true","false","false"
"http://snomed.info/sct","198519003","Renal tubulo-interstitial disorders in transplant rejection","false","false","false","false","false","false","true","false","false"
"http://snomed.info/sct","213147001","(Transplanted organ failure) or (deteriorating renal function after renal transplant) (disorder)","false","false","false","false","false","false","true","false","false"
"http://snomed.info/sct","217024004","Transplantation of kidney as the cause of abnormal reaction of patient, or of later complication, without mention of misadventure at the time of operation (disorder)","false","false","false","false","false","false","true","false","false"
"http://snomed.info/sct","234046009","Transplant renal vein thrombosis","false","false","false","false","false","false","true","false","false"
"http://snomed.info/sct","236568008","Kidney transplant disorder","false","false","false","false","false","false","true","false","false"
"http://snomed.info/sct","236569000","Primary non-function of renal transplant","false","false","false","false","false","false","true","false","false"
"http://snomed.info/sct","236584009","Perfusion injury of renal transplant","false","false","false","false","false","false","true","false","false"
"http://snomed.info/sct","236614007","Perirenal and periureteric post-transplant lymphocele","false","false","false","false","false","false","true","false","false"
"http://snomed.info/sct","277010001","Unexplained episode of renal transplant dysfunction","false","false","false","false","false","false","true","false","false"
"http://snomed.info/sct","277011002","Pre-existing disease in renal transplant","false","false","false","false","false","false","true","false","false"
"http://snomed.info/sct","419224002","Angioplasty of renal transplant using fluoroscopic guidance with contrast","false","false","false","false","false","false","true","false","false"
"http://snomed.info/sct","420106004","Fluoroscopic venography of renal transplant (procedure)","false","false","false","false","false","false","true","false","false"
"http://snomed.info/sct","426136000","Delayed kidney graft function","false","false","false","false","false","false","true","false","false"
"http://snomed.info/sct","428645009","Examination of recipient after kidney transplant (procedure)","false","false","false","false","false","false","true","false","false"
"http://snomed.info/sct","429451003","Disorder related to renal transplantation","false","false","false","false","false","false","true","false","false"
"http://snomed.info/sct","429933006","Fluoroscopy guided percutaneous transluminal cutting balloon angioplasty of transplanted renal artery with contrast","false","false","false","false","false","false","true","false","false"
"http://snomed.info/sct","430403008","Percutaneous transluminal angioplasty of transplanted renal artery using fluoroscopic guidance","false","false","false","false","false","false","true","false","false"
"http://snomed.info/sct","433688005","Percutaneous thrombolysis of transplanted renal artery using fluoroscopic guidance","false","false","false","false","false","false","true","false","false"
"http://snomed.info/sct","433802006","Fluoroscopic angiography of transplanted renal artery using contrast with insertion of stent","false","false","false","false","false","false","true","false","false"
"http://snomed.info/sct","58797008","Complication of transplanted kidney","false","false","false","false","false","false","true","false","false"
"http://snomed.info/sct","703048006","Vesicoureteric reflux after renal transplant (disorder)","false","false","false","false","false","false","true","false","false"
"http://snomed.info/sct","713825007","Renal artery stenosis of transplanted kidney","false","false","false","false","false","false","true","false","false"
"http://snomed.info/sct","99591000119101","Hemorrhage associated with renal dialysis graft","false","false","false","false","false","false","true","false","false"
"http://hl7.org/fhir/sid/icd-10-cm","T86.11","Kidney transplant rejection","false","false","false","false","false","false","false","true","false"
"http://snomed.info/sct","236570004","Renal transplant rejection","false","false","false","false","false","false","false","true","false"
"http://snomed.info/sct","236571000","Hyperacute rejection of renal transplant","false","false","false","false","false","false","false","true","false"
"http://snomed.info/sct","236572007","Accelerated rejection of renal transplant","false","false","false","false","false","false","false","true","false"
"http://snomed.info/sct","236573002","Very mild acute rejection of renal transplant","false","false","false","false","false","false","false","true","false"
"http://snomed.info/sct","236574008","Acute rejection of renal transplant","false","false","false","false","false","false","false","true","false"
"http://snomed.info/sct","236575009","Acute rejection of renal transplant - grade I","false","false","false","false","false","false","false","true","false"
"http://snomed.info/sct","236576005","Acute rejection of renal transplant - grade II","false","false","false","false","false","false","false","true","false"
"http://snomed.info/sct","236577001","Acute rejection of renal transplant - grade III","false","false","false","false","false","false","false","true","false"
"http://snomed.info/sct","236578006","Chronic rejection of renal transplant","false","false","false","false","false","false","false","true","false"
"http://snomed.info/sct","236579003","Chronic rejection of renal transplant - grade 1","false","false","false","false","false","false","false","true","false"
"http://snomed.info/sct","236580000","Chronic rejection of renal transplant - grade II","false","false","false","false","false","false","false","true","false"
"http://snomed.info/sct","236581001","Chronic rejection of renal transplant - grade III","false","false","false","false","false","false","false","true","false"
"http://snomed.info/sct","236582008","Acute-on-chronic rejection of renal transplant","false","false","false","false","false","false","false","true","false"
"http://hl7.org/fhir/sid/icd-10-cm","T86.12","Kidney transplant failure","false","false","false","false","false","false","false","false","true"
"http://hl7.org/fhir/sid/icd-9-cm","55.53","Removal of transplanted or rejected kidney","false","false","false","false","false","false","false","false","true"
"http://snomed.info/sct","213150003","Kidney transplant failure and rejection","false","false","false","false","false","false","false","false","true"
"http://snomed.info/sct","26056000","Removal of transplanted kidney","false","false","false","false","false","false","false","false","true"
"http://snomed.info/sct","265550007","Removal of transplanted kidney","false","false","false","false","false","false","false","false","true"
"http://snomed.info/sct","284348003","Excision of rejected transplanted kidney (procedure)","false","false","false","false","false","false","false","false","true"
"http://snomed.info/sct","707148007","Recurrent post-transplant renal disease","false","false","false","false","false","false","false","false","true"
"http://www.ama-assn.org/go/cpt","50370","Removal of previously transplanted donor kidney","false","false","false","false","false","false","false","false","true"
